Disease ID,Disease Name,Gene ID,DOID,Gene,Disease,Gene_idx,Disease_idx
C0033860,Psoriasis,348,DOID:8893,13902,6463,32,1
C0033860,Psoriasis,353143,DOID:8893,10896,6463,33,1
C0033860,Psoriasis,353144,DOID:8893,10893,6463,34,1
C0033860,Psoriasis,3553,DOID:8893,16861,6463,35,1
C0033860,Psoriasis,3565,DOID:8893,8531,6463,36,1
C0033860,Psoriasis,3569,DOID:8893,8535,6463,37,1
C0033860,Psoriasis,3593,DOID:8893,2798,6463,38,1
C0033860,Psoriasis,3596,DOID:8893,2803,6463,39,1
C0033860,Psoriasis,4288,DOID:8893,10031,6463,40,1
C0033860,Psoriasis,4792,DOID:8893,11344,6463,41,1
C0033860,Psoriasis,4843,DOID:8893,3214,6463,42,1
C0033860,Psoriasis,5111,DOID:8893,16590,6463,43,1
C0033860,Psoriasis,51561,DOID:8893,16465,6463,44,1
C0033860,Psoriasis,51752,DOID:8893,7011,6463,45,1
C0033860,Psoriasis,5271,DOID:8893,10277,6463,46,1
C0033860,Psoriasis,54620,DOID:8893,8917,6463,47,1
C0033860,Psoriasis,5468,DOID:8893,16162,6463,48,1
C0033860,Psoriasis,55770,DOID:8893,13581,6463,49,1
C0033860,Psoriasis,55905,DOID:8893,13928,6463,50,1
C0033860,Psoriasis,57178,DOID:8893,9479,6463,51,1
C0033860,Psoriasis,5966,DOID:8893,16246,6463,52,1
C0033860,Psoriasis,5972,DOID:8893,7726,6463,53,1
C0033860,Psoriasis,5980,DOID:8893,27,6463,54,1
C0033860,Psoriasis,6278,DOID:8893,2491,6463,55,1
C0033860,Psoriasis,64135,DOID:8893,14830,6463,56,1
C0033860,Psoriasis,64478,DOID:8893,18169,6463,57,1
C0033860,Psoriasis,6648,DOID:8893,6698,6463,58,1
C0033860,Psoriasis,6773,DOID:8893,712,6463,59,1
C0033860,Psoriasis,6774,DOID:8893,706,6463,60,1
C0033860,Psoriasis,7039,DOID:8893,15258,6463,61,1
C0033860,Psoriasis,7124,DOID:8893,17192,6463,62,1
C0033860,Psoriasis,7128,DOID:8893,3567,6463,63,1
C0033860,Psoriasis,7157,DOID:8893,11242,6463,64,1
C0033860,Psoriasis,7297,DOID:8893,3127,6463,65,1
C0033860,Psoriasis,7422,DOID:8893,3879,6463,66,1
C0033860,Psoriasis,79092,DOID:8893,11856,6463,67,1
C0033860,Psoriasis,81890,DOID:8893,2111,6463,68,1
C0033860,Psoriasis,831,DOID:8893,4030,6463,69,1
C0033860,Psoriasis,84648,DOID:8893,18284,6463,70,1
C0033860,Psoriasis,847,DOID:8893,11496,6463,71,1
C0033860,Psoriasis,85463,DOID:8893,10651,6463,72,1
C0033860,Psoriasis,864,DOID:8893,12131,6463,73,1
C0033860,Psoriasis,8651,DOID:8893,16448,6463,74,1
C0033860,Psoriasis,8875,DOID:8893,10860,6463,75,1
C0033860,Psoriasis,8876,DOID:8893,9121,6463,76,1
C0033860,Psoriasis,90134,DOID:8893,10844,6463,77,1
C0033860,Psoriasis,9232,DOID:8893,16336,6463,78,1
C0033860,Psoriasis,9692,DOID:8893,11636,6463,79,1
C0033860,Psoriasis,9825,DOID:8893,7622,6463,80,1
C0033860,Psoriasis,9844,DOID:8893,8292,6463,81,1
C0027726,Nephrotic Syndrome,1277,DOID:1184,16131,1964,82,2
C0027726,Nephrotic Syndrome,1282,DOID:1184,9624,1964,83,2
C0027726,Nephrotic Syndrome,1284,DOID:1184,9618,1964,84,2
C0027726,Nephrotic Syndrome,2,DOID:1184,1651,1964,85,2
C0027726,Nephrotic Syndrome,213,DOID:1184,2077,1964,86,2
C0027726,Nephrotic Syndrome,2152,DOID:1184,6141,1964,87,2
C0027726,Nephrotic Syndrome,2247,DOID:1184,6045,1964,88,2
C0027726,Nephrotic Syndrome,2262,DOID:1184,13969,1964,89,2
C0027726,Nephrotic Syndrome,2981,DOID:1184,5923,1964,90,2
C0027726,Nephrotic Syndrome,3123,DOID:1184,16439,1964,91,2
C0027726,Nephrotic Syndrome,3291,DOID:1184,11789,1964,92,2
C0027726,Nephrotic Syndrome,3558,DOID:1184,16870,1964,93,2
C0027726,Nephrotic Syndrome,462,DOID:1184,13497,1964,94,2
C0027726,Nephrotic Syndrome,4690,DOID:1184,8113,1964,95,2
C0027726,Nephrotic Syndrome,5054,DOID:1184,821,1964,96,2
C0027726,Nephrotic Syndrome,6648,DOID:1184,6698,1964,58,2
C0027726,Nephrotic Syndrome,7018,DOID:1184,15788,1964,97,2
C0027726,Nephrotic Syndrome,7040,DOID:1184,5887,1964,98,2
C0027726,Nephrotic Syndrome,7827,DOID:1184,6085,1964,99,2
C0027726,Nephrotic Syndrome,8440,DOID:1184,14484,1964,100,2
C0027726,Nephrotic Syndrome,914,DOID:1184,2170,1964,101,2
C0338480,Common Migraine,221692,DOID:12783,18212,2265,102,3
C0338480,Common Migraine,23063,DOID:12783,10647,2265,103,3
C0338480,Common Migraine,23245,DOID:12783,1354,2265,104,3
C0338480,Common Migraine,4035,DOID:12783,14180,2265,105,3
C0338480,Common Migraine,4209,DOID:12783,12566,2265,106,3
C0338480,Common Migraine,6863,DOID:12783,7554,2265,107,3
C0338480,Common Migraine,79054,DOID:12783,13175,2265,108,3
C0338480,Common Migraine,796,DOID:12783,1566,2265,109,3
C0338480,Common Migraine,79783,DOID:12783,16123,2265,110,3
C0338480,Common Migraine,9457,DOID:12783,4119,2265,111,3
C0338480,Common Migraine,9910,DOID:12783,12304,2265,112,3
C0026636,Mouth Diseases,10036,DOID:403,15761,4220,113,4
C0026636,Mouth Diseases,2189,DOID:403,1076,4220,114,4
C0026636,Mouth Diseases,2937,DOID:403,17322,4220,115,4
C0026636,Mouth Diseases,3301,DOID:403,17534,4220,116,4
C0026636,Mouth Diseases,51182,DOID:403,3077,4220,117,4
C0026636,Mouth Diseases,54541,DOID:403,4536,4220,118,4
C0026636,Mouth Diseases,56603,DOID:403,13938,4220,119,4
C0026636,Mouth Diseases,5743,DOID:403,7319,4220,120,4
C0026636,Mouth Diseases,6283,DOID:403,5378,4220,121,4
C0026636,Mouth Diseases,672,DOID:403,16679,4220,122,4
C0026636,Mouth Diseases,8208,DOID:403,4583,4220,123,4
C0026636,Mouth Diseases,9518,DOID:403,10524,4220,124,4
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,126328,DOID:0060536,3376,1159,125,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,137682,DOID:0060536,14712,1159,126,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,25915,DOID:0060536,5387,1159,127,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,29078,DOID:0060536,11607,1159,128,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,374291,DOID:0060536,10469,1159,129,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4535,DOID:0060536,9912,1159,130,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4536,DOID:0060536,5197,1159,131,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4537,DOID:0060536,9948,1159,132,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4538,DOID:0060536,12027,1159,133,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4540,DOID:0060536,16266,1159,134,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4541,DOID:0060536,16265,1159,135,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4694,DOID:0060536,10414,1159,136,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4709,DOID:0060536,17442,1159,137,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4715,DOID:0060536,14824,1159,138,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4719,DOID:0060536,8759,1159,139,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4720,DOID:0060536,382,1159,140,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4722,DOID:0060536,384,1159,141,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4723,DOID:0060536,383,1159,142,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4724,DOID:0060536,2349,1159,143,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4726,DOID:0060536,380,1159,144,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4728,DOID:0060536,375,1159,145,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,4729,DOID:0060536,374,1159,146,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,51103,DOID:0060536,434,1159,147,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,55572,DOID:0060536,13004,1159,148,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,79133,DOID:0060536,16896,1159,149,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,80224,DOID:0060536,4126,1159,150,5
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,91942,DOID:0060536,15626,1159,151,5
C0236969,Substance-Related Disorders,1012,DOID:303,5939,3672,152,6
C0236969,Substance-Related Disorders,10160,DOID:303,5496,3672,153,6
C0236969,Substance-Related Disorders,10207,DOID:303,5883,3672,154,6
C0236969,Substance-Related Disorders,10257,DOID:303,3917,3672,155,6
C0236969,Substance-Related Disorders,105,DOID:303,9486,3672,156,6
C0236969,Substance-Related Disorders,1080,DOID:303,12820,3672,157,6
C0236969,Substance-Related Disorders,11278,DOID:303,11964,3672,158,6
C0236969,Substance-Related Disorders,1129,DOID:303,10593,3672,159,6
C0236969,Substance-Related Disorders,1138,DOID:303,1587,3672,160,6
C0236969,Substance-Related Disorders,114134,DOID:303,3672,3672,161,6
C0236969,Substance-Related Disorders,114786,DOID:303,1,3672,162,6
C0236969,Substance-Related Disorders,114788,DOID:303,10,3672,163,6
C0236969,Substance-Related Disorders,121601,DOID:303,11802,3672,164,6
C0236969,Substance-Related Disorders,1268,DOID:303,7573,3672,165,6
C0236969,Substance-Related Disorders,140683,DOID:303,17011,3672,166,6
C0236969,Substance-Related Disorders,140733,DOID:303,7757,3672,167,6
C0236969,Substance-Related Disorders,143098,DOID:303,15573,3672,168,6
C0236969,Substance-Related Disorders,143379,DOID:303,15404,3672,169,6
C0236969,Substance-Related Disorders,143458,DOID:303,15371,3672,170,6
C0236969,Substance-Related Disorders,143503,DOID:303,18070,3672,171,6
C0236969,Substance-Related Disorders,147685,DOID:303,9296,3672,172,6
C0236969,Substance-Related Disorders,1565,DOID:303,15949,3672,173,6
C0236969,Substance-Related Disorders,1653,DOID:303,13130,3672,174,6
C0236969,Substance-Related Disorders,167465,DOID:303,15453,3672,175,6
C0236969,Substance-Related Disorders,1769,DOID:303,581,3672,176,6
C0236969,Substance-Related Disorders,1793,DOID:303,8209,3672,177,6
C0236969,Substance-Related Disorders,1813,DOID:303,5507,3672,178,6
C0236969,Substance-Related Disorders,1826,DOID:303,15501,3672,179,6
C0236969,Substance-Related Disorders,1962,DOID:303,14357,3672,180,6
C0236969,Substance-Related Disorders,2120,DOID:303,17037,3672,181,6
C0236969,Substance-Related Disorders,2166,DOID:303,5537,3672,182,6
C0236969,Substance-Related Disorders,2272,DOID:303,11415,3672,183,6
C0236969,Substance-Related Disorders,22925,DOID:303,12812,3672,184,6
C0236969,Substance-Related Disorders,22998,DOID:303,11110,3672,185,6
C0236969,Substance-Related Disorders,23034,DOID:303,2310,3672,186,6
C0236969,Substance-Related Disorders,23214,DOID:303,11612,3672,187,6
C0236969,Substance-Related Disorders,23307,DOID:303,884,3672,188,6
C0236969,Substance-Related Disorders,23345,DOID:303,15378,3672,189,6
C0236969,Substance-Related Disorders,253782,DOID:303,12325,3672,190,6
C0236969,Substance-Related Disorders,25807,DOID:303,7987,3672,191,6
C0236969,Substance-Related Disorders,259217,DOID:303,16519,3672,192,6
C0236969,Substance-Related Disorders,26230,DOID:303,16551,3672,193,6
C0236969,Substance-Related Disorders,2893,DOID:303,11287,3672,194,6
C0236969,Substance-Related Disorders,2898,DOID:303,11280,3672,195,6
C0236969,Substance-Related Disorders,29119,DOID:303,9956,3672,196,6
C0236969,Substance-Related Disorders,29126,DOID:303,922,3672,197,6
C0236969,Substance-Related Disorders,2915,DOID:303,16883,3672,198,6
C0236969,Substance-Related Disorders,2917,DOID:303,16885,3672,199,6
C0236969,Substance-Related Disorders,29922,DOID:303,6260,3672,200,6
C0236969,Substance-Related Disorders,344805,DOID:303,18958,3672,201,6
C0236969,Substance-Related Disorders,3643,DOID:303,2118,3672,202,6
C0236969,Substance-Related Disorders,3899,DOID:303,8350,3672,203,6
C0236969,Substance-Related Disorders,3983,DOID:303,13594,3672,204,6
C0236969,Substance-Related Disorders,401207,DOID:303,18556,3672,205,6
C0236969,Substance-Related Disorders,4482,DOID:303,8544,3672,206,6
C0236969,Substance-Related Disorders,4646,DOID:303,17456,3672,207,6
C0236969,Substance-Related Disorders,481,DOID:303,11630,3672,208,6
C0236969,Substance-Related Disorders,4852,DOID:303,12759,3672,209,6
C0236969,Substance-Related Disorders,4897,DOID:303,11444,3672,210,6
C0236969,Substance-Related Disorders,4985,DOID:303,6139,3672,211,6
C0236969,Substance-Related Disorders,5087,DOID:303,9199,3672,212,6
C0236969,Substance-Related Disorders,51082,DOID:303,4062,3672,213,6
C0236969,Substance-Related Disorders,51151,DOID:303,10758,3672,214,6
C0236969,Substance-Related Disorders,5137,DOID:303,5644,3672,215,6
C0236969,Substance-Related Disorders,51660,DOID:303,14092,3672,216,6
C0236969,Substance-Related Disorders,5366,DOID:303,8071,3672,217,6
C0236969,Substance-Related Disorders,54927,DOID:303,13098,3672,218,6
C0236969,Substance-Related Disorders,55198,DOID:303,6949,3672,219,6
C0236969,Substance-Related Disorders,55297,DOID:303,22,3672,220,6
C0236969,Substance-Related Disorders,55690,DOID:303,6693,3672,221,6
C0236969,Substance-Related Disorders,55691,DOID:303,6694,3672,222,6
C0236969,Substance-Related Disorders,55717,DOID:303,12900,3672,223,6
C0236969,Substance-Related Disorders,55742,DOID:303,13375,3672,224,6
C0236969,Substance-Related Disorders,5581,DOID:303,11935,3672,225,6
C0236969,Substance-Related Disorders,5583,DOID:303,11933,3672,226,6
C0236969,Substance-Related Disorders,55930,DOID:303,11538,3672,227,6
C0236969,Substance-Related Disorders,5768,DOID:303,16547,3672,228,6
C0236969,Substance-Related Disorders,57733,DOID:303,18101,3672,229,6
C0236969,Substance-Related Disorders,5890,DOID:303,13215,3672,230,6
C0236969,Substance-Related Disorders,64131,DOID:303,14827,3672,231,6
C0236969,Substance-Related Disorders,64478,DOID:303,18169,3672,57,6
C0236969,Substance-Related Disorders,64866,DOID:303,16407,3672,232,6
C0236969,Substance-Related Disorders,65217,DOID:303,10038,3672,233,6
C0236969,Substance-Related Disorders,6532,DOID:303,3386,3672,234,6
C0236969,Substance-Related Disorders,6555,DOID:303,4344,3672,235,6
C0236969,Substance-Related Disorders,6581,DOID:303,18773,3672,236,6
C0236969,Substance-Related Disorders,7260,DOID:303,9530,3672,237,6
C0236969,Substance-Related Disorders,79632,DOID:303,5301,3672,238,6
C0236969,Substance-Related Disorders,79750,DOID:303,10925,3672,239,6
C0236969,Substance-Related Disorders,79809,DOID:303,11325,3672,240,6
C0236969,Substance-Related Disorders,79875,DOID:303,13384,3672,241,6
C0236969,Substance-Related Disorders,80031,DOID:303,6456,3672,242,6
C0236969,Substance-Related Disorders,80034,DOID:303,18804,3672,243,6
C0236969,Substance-Related Disorders,80095,DOID:303,3171,3672,244,6
C0236969,Substance-Related Disorders,80206,DOID:303,4792,3672,245,6
C0236969,Substance-Related Disorders,8048,DOID:303,10624,3672,246,6
C0236969,Substance-Related Disorders,81035,DOID:303,15512,3672,247,6
C0236969,Substance-Related Disorders,83938,DOID:303,5856,3672,248,6
C0236969,Substance-Related Disorders,8412,DOID:303,6965,3672,249,6
C0236969,Substance-Related Disorders,84247,DOID:303,8409,3672,250,6
C0236969,Substance-Related Disorders,84668,DOID:303,12281,3672,251,6
C0236969,Substance-Related Disorders,84871,DOID:303,18245,3672,252,6
C0236969,Substance-Related Disorders,8569,DOID:303,17392,3672,253,6
C0236969,Substance-Related Disorders,9128,DOID:303,12058,3672,254,6
C0236969,Substance-Related Disorders,91752,DOID:303,12206,3672,255,6
C0236969,Substance-Related Disorders,9271,DOID:303,15120,3672,256,6
C0236969,Substance-Related Disorders,93664,DOID:303,3298,3672,257,6
C0236969,Substance-Related Disorders,9369,DOID:303,6106,3672,258,6
C0236969,Substance-Related Disorders,9465,DOID:303,8186,3672,259,6
C0236969,Substance-Related Disorders,9547,DOID:303,12797,3672,260,6
C0236969,Substance-Related Disorders,9557,DOID:303,11798,3672,261,6
C0236969,Substance-Related Disorders,9748,DOID:303,9565,3672,262,6
C0002878,"Anemia, Hemolytic",2056,DOID:583,12037,5273,263,7
C0002878,"Anemia, Hemolytic",2539,DOID:583,1475,5273,264,7
C0002878,"Anemia, Hemolytic",2729,DOID:583,1152,5273,265,7
C0002878,"Anemia, Hemolytic",2821,DOID:583,3610,5273,266,7
C0002878,"Anemia, Hemolytic",2936,DOID:583,17321,5273,267,7
C0002878,"Anemia, Hemolytic",3043,DOID:583,3262,5273,268,7
C0002878,"Anemia, Hemolytic",3162,DOID:583,17355,5273,269,7
C0002878,"Anemia, Hemolytic",3440,DOID:583,16490,5273,270,7
C0002878,"Anemia, Hemolytic",3704,DOID:583,17035,5273,271,7
C0002878,"Anemia, Hemolytic",6521,DOID:583,15599,5273,272,7
C0002878,"Anemia, Hemolytic",6710,DOID:583,2709,5273,273,7
C0002878,"Anemia, Hemolytic",7167,DOID:583,2264,5273,274,7
C0003873,Rheumatoid Arthritis,10057,DOID:7148,10985,5807,275,8
C0003873,Rheumatoid Arthritis,10125,DOID:7148,4191,5807,276,8
C0003873,Rheumatoid Arthritis,1021,DOID:7148,15840,5807,277,8
C0003873,Rheumatoid Arthritis,10257,DOID:7148,3917,5807,155,8
C0003873,Rheumatoid Arthritis,10274,DOID:7148,16356,5807,278,8
C0003873,Rheumatoid Arthritis,10586,DOID:7148,12775,5807,279,8
C0003873,Rheumatoid Arthritis,10628,DOID:7148,5202,5807,280,8
C0003873,Rheumatoid Arthritis,10666,DOID:7148,9750,5807,281,8
C0003873,Rheumatoid Arthritis,10678,DOID:7148,12687,5807,282,8
C0003873,Rheumatoid Arthritis,10745,DOID:7148,13568,5807,283,8
C0003873,Rheumatoid Arthritis,10956,DOID:7148,4437,5807,284,8
C0003873,Rheumatoid Arthritis,11102,DOID:7148,10309,5807,285,8
C0003873,Rheumatoid Arthritis,11170,DOID:7148,17575,5807,286,8
C0003873,Rheumatoid Arthritis,117289,DOID:7148,11072,5807,19,8
C0003873,Rheumatoid Arthritis,122618,DOID:7148,9471,5807,287,8
C0003873,Rheumatoid Arthritis,1235,DOID:7148,15015,5807,288,8
C0003873,Rheumatoid Arthritis,1244,DOID:7148,9728,5807,289,8
C0003873,Rheumatoid Arthritis,130540,DOID:7148,3270,5807,290,8
C0003873,Rheumatoid Arthritis,135,DOID:7148,17071,5807,291,8
C0003873,Rheumatoid Arthritis,1356,DOID:7148,13495,5807,21,8
C0003873,Rheumatoid Arthritis,1401,DOID:7148,3627,5807,22,8
C0003873,Rheumatoid Arthritis,1404,DOID:7148,12219,5807,292,8
C0003873,Rheumatoid Arthritis,1437,DOID:7148,13157,5807,23,8
C0003873,Rheumatoid Arthritis,1490,DOID:7148,14951,5807,293,8
C0003873,Rheumatoid Arthritis,1493,DOID:7148,14954,5807,294,8
C0003873,Rheumatoid Arthritis,1509,DOID:7148,17185,5807,295,8
C0003873,Rheumatoid Arthritis,151056,DOID:7148,8988,5807,296,8
C0003873,Rheumatoid Arthritis,156,DOID:7148,1115,5807,297,8
C0003873,Rheumatoid Arthritis,160364,DOID:7148,7515,5807,298,8
C0003873,Rheumatoid Arthritis,1656,DOID:7148,13133,5807,299,8
C0003873,Rheumatoid Arthritis,1687,DOID:7148,18652,5807,300,8
C0003873,Rheumatoid Arthritis,171425,DOID:7148,10609,5807,301,8
C0003873,Rheumatoid Arthritis,1719,DOID:7148,9355,5807,302,8
C0003873,Rheumatoid Arthritis,176,DOID:7148,457,5807,303,8
C0003873,Rheumatoid Arthritis,177,DOID:7148,456,5807,304,8
C0003873,Rheumatoid Arthritis,1776,DOID:7148,17090,5807,305,8
C0003873,Rheumatoid Arthritis,1803,DOID:7148,15830,5807,306,8
C0003873,Rheumatoid Arthritis,1827,DOID:7148,15500,5807,307,8
C0003873,Rheumatoid Arthritis,196,DOID:7148,2434,5807,308,8
C0003873,Rheumatoid Arthritis,200734,DOID:7148,8518,5807,309,8
C0003873,Rheumatoid Arthritis,2023,DOID:7148,12140,5807,310,8
C0003873,Rheumatoid Arthritis,2147,DOID:7148,15506,5807,311,8
C0003873,Rheumatoid Arthritis,219790,DOID:7148,13516,5807,312,8
C0003873,Rheumatoid Arthritis,2212,DOID:7148,5759,5807,313,8
C0003873,Rheumatoid Arthritis,221895,DOID:7148,15521,5807,314,8
C0003873,Rheumatoid Arthritis,22806,DOID:7148,9837,5807,315,8
C0003873,Rheumatoid Arthritis,2289,DOID:7148,12018,5807,316,8
C0003873,Rheumatoid Arthritis,23228,DOID:7148,1993,5807,317,8
C0003873,Rheumatoid Arthritis,23534,DOID:7148,9291,5807,318,8
C0003873,Rheumatoid Arthritis,2356,DOID:7148,8089,5807,319,8
C0003873,Rheumatoid Arthritis,23569,DOID:7148,12423,5807,320,8
C0003873,Rheumatoid Arthritis,23643,DOID:7148,2316,5807,321,8
C0003873,Rheumatoid Arthritis,23766,DOID:7148,18864,5807,322,8
C0003873,Rheumatoid Arthritis,240,DOID:7148,2211,5807,323,8
C0003873,Rheumatoid Arthritis,26147,DOID:7148,5156,5807,324,8
C0003873,Rheumatoid Arthritis,2618,DOID:7148,7145,5807,325,8
C0003873,Rheumatoid Arthritis,26191,DOID:7148,9250,5807,326,8
C0003873,Rheumatoid Arthritis,2625,DOID:7148,16316,5807,327,8
C0003873,Rheumatoid Arthritis,2638,DOID:7148,1063,5807,328,8
C0003873,Rheumatoid Arthritis,285704,DOID:7148,12480,5807,329,8
C0003873,Rheumatoid Arthritis,2870,DOID:7148,14362,5807,330,8
C0003873,Rheumatoid Arthritis,2920,DOID:7148,9217,5807,331,8
C0003873,Rheumatoid Arthritis,2974,DOID:7148,16404,5807,332,8
C0003873,Rheumatoid Arthritis,3059,DOID:7148,12180,5807,333,8
C0003873,Rheumatoid Arthritis,306,DOID:7148,12597,5807,334,8
C0003873,Rheumatoid Arthritis,3115,DOID:7148,7289,5807,335,8
C0003873,Rheumatoid Arthritis,3118,DOID:7148,11680,5807,336,8
C0003873,Rheumatoid Arthritis,3123,DOID:7148,16439,5807,91,8
C0003873,Rheumatoid Arthritis,3236,DOID:7148,11562,5807,337,8
C0003873,Rheumatoid Arthritis,3237,DOID:7148,14348,5807,338,8
C0003873,Rheumatoid Arthritis,3239,DOID:7148,14052,5807,339,8
C0003873,Rheumatoid Arthritis,326,DOID:7148,13267,5807,340,8
C0003873,Rheumatoid Arthritis,3290,DOID:7148,11774,5807,341,8
C0003873,Rheumatoid Arthritis,3394,DOID:7148,13161,5807,342,8
C0003873,Rheumatoid Arthritis,342132,DOID:7148,6779,5807,343,8
C0003873,Rheumatoid Arthritis,3458,DOID:7148,2530,5807,344,8
C0003873,Rheumatoid Arthritis,3486,DOID:7148,15724,5807,345,8
C0003873,Rheumatoid Arthritis,3491,DOID:7148,6418,5807,346,8
C0003873,Rheumatoid Arthritis,3516,DOID:7148,173,5807,347,8
C0003873,Rheumatoid Arthritis,3553,DOID:7148,16861,5807,35,8
C0003873,Rheumatoid Arthritis,3557,DOID:7148,16858,5807,348,8
C0003873,Rheumatoid Arthritis,3559,DOID:7148,16869,5807,349,8
C0003873,Rheumatoid Arthritis,356,DOID:7148,7517,5807,350,8
C0003873,Rheumatoid Arthritis,3560,DOID:7148,13626,5807,351,8
C0003873,Rheumatoid Arthritis,3569,DOID:7148,8535,5807,37,8
C0003873,Rheumatoid Arthritis,3570,DOID:7148,1027,5807,352,8
C0003873,Rheumatoid Arthritis,3572,DOID:7148,15454,5807,353,8
C0003873,Rheumatoid Arthritis,3576,DOID:7148,15230,5807,354,8
C0003873,Rheumatoid Arthritis,3586,DOID:7148,11765,5807,355,8
C0003873,Rheumatoid Arthritis,3606,DOID:7148,3415,5807,356,8
C0003873,Rheumatoid Arthritis,3654,DOID:7148,11107,5807,357,8
C0003873,Rheumatoid Arthritis,3655,DOID:7148,11108,5807,358,8
C0003873,Rheumatoid Arthritis,3663,DOID:7148,2767,5807,359,8
C0003873,Rheumatoid Arthritis,3798,DOID:7148,16838,5807,360,8
C0003873,Rheumatoid Arthritis,3899,DOID:7148,8350,5807,203,8
C0003873,Rheumatoid Arthritis,3934,DOID:7148,17957,5807,361,8
C0003873,Rheumatoid Arthritis,4082,DOID:7148,6617,5807,362,8
C0003873,Rheumatoid Arthritis,412,DOID:7148,5364,5807,363,8
C0003873,Rheumatoid Arthritis,4204,DOID:7148,12572,5807,364,8
C0003873,Rheumatoid Arthritis,4218,DOID:7148,3642,5807,365,8
C0003873,Rheumatoid Arthritis,4261,DOID:7148,13180,5807,366,8
C0003873,Rheumatoid Arthritis,4282,DOID:7148,10022,5807,367,8
C0003873,Rheumatoid Arthritis,4313,DOID:7148,7265,5807,368,8
C0003873,Rheumatoid Arthritis,4319,DOID:7148,7271,5807,369,8
